SAPD-2023-0374527,"2023-03-18 01:14:49",Disturbance,"7300 S NEW BRAUNFELS AVE",SOUTH
SAPD-2023-0374528,"2023-03-18 01:15:16",Disturbance,"8500 LAURENS LN",NORTH
SAPD-2023-0374530,"2023-03-18 01:16:18","Theft In Progress","500 KOEHLER CT",SOUTH
SAPD-2023-0374531,"2023-03-18 01:16:30",DOA,"4500 MEDICAL DR",PRUE
SAPD-2023-0374532,"2023-03-18 01:17:15","Burglary in Progress","8600 HUEBNER RD",PRUE
SAPD-2023-0374534,"2023-03-18 01:17:54",Disturbance,"12100 O'CONNOR RD",NORTH
SAPD-2023-0374535,"2023-03-18 01:18:01","Patrol By","200 ALEXANDER",WEST
SAPD-2023-0374537,"2023-03-18 01:19:09",Disturbance,"ALICIA / MASCOTA",WEST
SAPD-2023-0374540,"2023-03-18 01:20:34","Disturbance Neighbor","2600 CHIHUAHUA ST",CENTRAL
SAPD-2023-0374543,"2023-03-18 01:22:39","Traffic Related","I0 10 W NB",PRUE
SAPD-2023-0374545,"2023-03-18 01:22:45","Patrol By","N0 HY281 N OFRP AIRPORT BLVD",AIRPORT
SAPD-2023-0374546,"2023-03-18 01:22:59",Disturbance,"2600 BUENA VISTA ST",CENTRAL
SAPD-2023-0374550,"2023-03-18 01:23:43","SAPD Emergency Call","1300 RIGSBY AVE",EAST
SAPD-2023-0374551,"2023-03-18 01:23:53","Disturbance Loud Music","5700 NORTH KNOLL",PRUE
SAPD-2023-0374552,"2023-03-18 01:23:58","Welfare Check","1700 POPPY PEAK DR",NORTH
SAPD-2023-0374553,"2023-03-18 01:24:37","Burglary Vehicle","9500 CONSOLE DR",PRUE
SAPD-2023-0374554,"2023-03-18 01:25:11","Suspicious Vehicle","3500 OAKGATE",PRUE
SAPD-2023-0374556,"2023-03-18 01:25:24","Missing Person - Endangered","2200 BASSE RD",CENTRAL
SAPD-2023-0374563,"2023-03-18 01:26:37",Disturbance,"4400 DE ZAVALA RD",PRUE
SAPD-2023-0374564,"2023-03-18 01:27:35","Missing Person/Runaway","5200 BLANCO RD",NORTH
SAPD-2023-0374565,"2023-03-18 01:28:14","Patrol By","205-227 W NUEVA",CENTRAL
SAPD-2023-0374566,"2023-03-18 01:28:28",Disturbance,"600 S MEL WAITERS WAY",EAST
SAPD-2023-0374567,"2023-03-18 01:28:50","Burglary Vehicle","9000 WURZBACH RD",PRUE
SAPD-2023-0374568,"2023-03-18 01:29:09",Disturbance,"100 EL MIO",NORTH
SAPD-2023-0374571,"2023-03-18 01:29:30","Disturbance Loud Music","1000 VANCE JACKSON",WEST
SAPD-2023-0374574,"2023-03-18 01:30:03",Disturbance,"8200 MARBACH RD",WEST
SAPD-2023-0374575,"2023-03-18 01:30:28","Visitation Violation","500 SANDALWOOD",NORTH
SAPD-2023-0374577,"2023-03-18 01:31:29","Burglary Vehicle","8000 PINEBROOK DR",PRUE
SAPD-2023-0374580,"2023-03-18 01:32:11","Welfare Check","US HWY 281 N / EVANS RD",NORTH
SAPD-2023-0374581,"2023-03-18 01:32:21","Disturbance Loud Music","6500 BENWOOD CREST",WEST
SAPD-2023-0374582,"2023-03-18 01:32:46","Disturbance Loud Music","2800 IH 35 N",EAST
SAPD-2023-0374583,"2023-03-18 01:32:54","Patrol By","3500 E COMMERCE ST",EAST
SAPD-2023-0374584,"2023-03-18 01:34:10","Patrol By","100 MAIN PLAZA",CENTRAL
SAPD-2023-0374595,"2023-03-18 01:40:22","Suspicious Vehicle","1800 E SONTERRA BLVD",NORTH
SAPD-2023-0374597,"2023-03-18 01:41:05",Disturbance,"100 N SANTA ROSA",CENTRAL
SAPD-2023-0374598,"2023-03-18 01:41:26","Suspicious Person","MEDINA BASE RD / SALIBA PKWY",SOUTH
SAPD-2023-0374601,"2023-03-18 01:43:47",Disturbance,"9600 NUECES CANYON",PRUE
SAPD-2023-0374603,"2023-03-18 01:45:05",Disturbance,"19700 IH 10 W",PRUE
SAPD-2023-0374608,"2023-03-18 01:46:04","Violation of Protective Order","6600 FAIRDALE DR",EAST
SAPD-2023-0374609,"2023-03-18 01:46:29",Disturbance,"6500 FM 78",EAST
SAPD-2023-0374611,"2023-03-18 01:46:59","Burglary Vehicle","301-399 CENTER ST",EAST
SAPD-2023-0374612,"2023-03-18 01:47:10",Disturbance,"200 WESTOAK RD",WEST
SAPD-2023-0374614,"2023-03-18 01:48:28",Fight,"200 W BITTERS RD",NORTH
SAPD-2023-0374615,"2023-03-18 01:48:41",Disturbance,"200 N ST MARY'S ST",CENTRAL
SAPD-2023-0374616,"2023-03-18 01:49:00",Disturbance,"22800 US HWY 281 N",NORTH
SAPD-2023-0374619,"2023-03-18 01:49:48","Disturbance Family","200 LORRAINE AVE",SOUTH
SAPD-2023-0374621,"2023-03-18 01:49:54","Abandoned Vehicle","CALLAGHAN RD / GREYROCK DR",WEST
SAPD-2023-0374622,"2023-03-18 01:50:09","Burglary Vehicle","800 N ALAMO ST",CENTRAL
SAPD-2023-0374623,"2023-03-18 01:50:31",Disturbance,"1300 RIGSBY AVE",EAST
SAPD-2023-0374625,"2023-03-18 01:50:54","Missing Person/Runaway","200 NOTRE DAME DR",WEST
SAPD-2023-0374627,"2023-03-18 01:51:19",Disturbance,"100 FLAN ST",CENTRAL
SAPD-2023-0374630,"2023-03-18 01:52:10",Fight,"100 WHITEWOOD DR",SOUTH
SAPD-2023-0374632,"2023-03-18 01:52:52","Animal Related","700 S SAN DARIO",WEST
SAPD-2023-0374633,"2023-03-18 01:53:11","Disturbance Loud Music","2400 HARRY WURZBACH",NORTH
SAPD-2023-0374639,"2023-03-18 01:54:16","SAPD Emergency Call","1900 AUSTIN HWY",EAST
SAPD-2023-0374642,"2023-03-18 01:54:35","Injured/Sick Person","5900 SAN PEDRO AVE",CENTRAL
SAPD-2023-0374643,"2023-03-18 01:54:47",Disturbance,"18300 TUSCANY STONE",NORTH
SAPD-2023-0374644,"2023-03-18 01:54:48","Burglary Vehicle","8800 STATE HWY 151",WEST
SAPD-2023-0374645,"2023-03-18 01:55:04",Disturbance,"4700-4748 US HWY 281 N NB",CENTRAL
SAPD-2023-0374649,"2023-03-18 01:57:07","Burglary Vehicle","6800 INGRAM RD",WEST
SAPD-2023-0374650,"2023-03-18 01:57:24","SAPD Emergency Call","400 AMBERDALE OAK",PRUE
SAPD-2023-0374651,"2023-03-18 01:57:33","Abandoned Vehicle","10100 SAN PEDRO AVE",NORTH
SAPD-2023-0374654,"2023-03-18 01:59:46",Information,"10 PALO DURO CANYON",NORTH
SAPD-2023-0374656,"2023-03-18 02:00:03","Suspicious Person","700 SE LOOP 410",EAST
SAPD-2023-0374657,"2023-03-18 02:00:06","Patrol By","9201-9597 JOHN SAUNDERS",AIRPORT
SAPD-2023-0374662,"2023-03-18 02:00:56","Disturbance Loud Music","1000 S PRESA ST",CENTRAL
SAPD-2023-0374663,"2023-03-18 02:01:06",Miscellaneous,"300 S SANTA ROSA",CENTRAL
SAPD-2023-0374669,"2023-03-18 02:03:45","Burglary Vehicle","500 E CROCKETT ST",EAST
SAPD-2023-0374670,"2023-03-18 02:03:49","Traffic Related","1214-1298 NE LOOP 410",NORTH
SAPD-2023-0374670,"2023-03-18 02:03:49",DWI,"1214-1298 NE LOOP 410",NORTH
SAPD-2023-0374673,"2023-03-18 02:04:36","Disturbance Loud Music","500 S ACME RD",WEST
SAPD-2023-0374674,"2023-03-18 02:04:36","Wrong Way Driver","US HWY 90 W EB / W LOOP 1604 S",WEST
SAPD-2023-0374680,"2023-03-18 02:06:58","SAPD Emergency Call","8100 HUEBNER RD",PRUE
SAPD-2023-0374688,"2023-03-18 02:08:16","Liquor Law Violation","2200 SAN PEDRO AVE",CENTRAL
SAPD-2023-0374689,"2023-03-18 02:08:53","Disturbance Loud Music","300 ROSLYN AVE",CENTRAL
SAPD-2023-0374699,"2023-03-18 02:11:48","Patrol By","1300-1498 NORTHERN BLVD",AIRPORT
SAPD-2023-0374703,"2023-03-18 02:13:24","Disturbance Family","400 BOWIE ST",CENTRAL
SAPD-2023-0374707,"2023-03-18 02:14:31","Theft of Vehicle","1700 JACKSON-KELLER RD",NORTH
SAPD-2023-0374710,"2023-03-18 02:14:57","Burglary in Progress","3600 IH 35 N",EAST
SAPD-2023-0374712,"2023-03-18 02:15:30","Burglary Vehicle","1200-1299 E COMMERCE ST",EAST
SAPD-2023-0374714,"2023-03-18 02:15:49",Disturbance,"9700 SILVERBROOK PLACE",PRUE
SAPD-2023-0374713,"2023-03-18 02:15:49",Threats,"2700 LAKEPLAINS",EAST
SAPD-2023-0374717,"2023-03-18 02:16:11",Disturbance,"500 PLEASANTON RD",SOUTH
SAPD-2023-0374725,"2023-03-18 02:18:32","Injured/Sick Person","E GRAYSON ST / AUSTIN ST",EAST
SAPD-2023-0374726,"2023-03-18 02:18:59","Traffic Related","INGRAM RD / NW LOOP 410",WEST
SAPD-2023-0374727,"2023-03-18 02:19:15","Disturbance Neighbor","7700 OAKDELL WAY",PRUE
SAPD-2023-0374731,"2023-03-18 02:19:34","Suspicious Person","ANACONDA DR / DONNA DR",WEST
SAPD-2023-0374732,"2023-03-18 02:20:41","Theft of Vehicle In Progress","5500 FREDERICKSBURG RD",PRUE
SAPD-2023-0374733,"2023-03-18 02:20:56","Disturbance Loud Music","9800 CAMINO VILLA",PRUE
SAPD-2023-0374734,"2023-03-18 02:20:57","Welfare Check","300 SHARMAIN PLACE",SOUTH
SAPD-2023-0374736,"2023-03-18 02:21:03",Disturbance,"1800 S PRESA ST",CENTRAL
SAPD-2023-0374737,"2023-03-18 02:21:21","Wanted Person","CASTROVILLE RD / SW 19TH ST",CENTRAL
SAPD-2023-0374739,"2023-03-18 02:21:30","Suspicious Vehicle","700 W PYRON AVE",SOUTH
SAPD-2023-0374744,"2023-03-18 02:23:13",Disturbance,"500 N ST MARY'S ST",CENTRAL
SAPD-2023-0374747,"2023-03-18 02:23:34",Disturbance,"300 CULEBRA RD",CENTRAL
SAPD-2023-0374748,"2023-03-18 02:23:37",Theft,"6100 IH 35 N",EAST
SAPD-2023-0374752,"2023-03-18 02:24:30","Officer Traffic Stop","5600 UTSA BLVD",PRUE
SAPD-2023-0374753,"2023-03-18 02:24:40","Welfare Check","PATRICIA DR / WEST AVE",NORTH
SAPD-2023-0374757,"2023-03-18 02:25:55",Miscellaneous,"1800 E SONTERRA BLVD",NORTH
SAPD-2023-0374758,"2023-03-18 02:26:13",Disturbance,"3700 MEDICAL DR",PRUE
SAPD-2023-0374761,"2023-03-18 02:27:03",Disturbance,"300 UTAH ST",EAST
SAPD-2023-0374763,"2023-03-18 02:27:16","Patrol By","1300-1498 NORTHERN BLVD",AIRPORT
SAPD-2023-0374764,"2023-03-18 02:27:17","Suspicious Vehicle","15600 CHASE HILL BLVD",PRUE
SAPD-2023-0374765,"2023-03-18 02:27:35","Officer Traffic Stop","400 E COMMERCE ST",CENTRAL
SAPD-2023-0374766,"2023-03-18 02:27:41","Welfare Check","500 HUMBOLDT ST",SOUTH
SAPD-2023-0374767,"2023-03-18 02:27:50","Suspicious Person","23900 IH 10 W",PRUE
SAPD-2023-0374769,"2023-03-18 02:28:20",Disturbance,"1300 DONALDSON AVE",WEST
SAPD-2023-0374771,"2023-03-18 02:28:33",Disturbance,"8200 MICRON DR",WEST
SAPD-2023-0374776,"2023-03-18 02:29:58",Fight,"7000 US HWY 90 W",WEST
SAPD-2023-0374779,"2023-03-18 02:30:49","Disturbance Family","6500 VILLAGE PARK",PRUE
SAPD-2023-0374782,"2023-03-18 02:31:43",Disturbance,"7200 SAN PEDRO AVE",NORTH
SAPD-2023-0374784,"2023-03-18 02:31:56","Liquor Law Violation","4800 S FLORES ST",SOUTH
SAPD-2023-0374785,"2023-03-18 02:32:03",Disturbance,"1100 NEVADA",EAST
SAPD-2023-0374791,"2023-03-18 02:32:58",Disturbance,"13000 CAVERN PARK DR",PRUE
SAPD-2023-0374796,"2023-03-18 02:33:54","Burglary Vehicle","800 N ALAMO ST",CENTRAL
SAPD-2023-0374797,"2023-03-18 02:34:00","Injured/Sick Person","NACOGDOCHES RD / O'CONNOR RD",NORTH
SAPD-2023-0374808,"2023-03-18 02:35:51","Burglary Vehicle","300 CENTER ST",EAST
SAPD-2023-0374811,"2023-03-18 02:36:33","Criminal Mischief In Progress","5100 UTSA BLVD",PRUE
SAPD-2023-0374813,"2023-03-18 02:37:21",Disturbance,"18300 BLANCO RD",NORTH
SAPD-2023-0374817,"2023-03-18 02:37:43","Suspicious Vehicle","500 S ACME RD",WEST
SAPD-2023-0374819,"2023-03-18 02:38:03","Welfare Check","3500 JOSHUA BATTON",NORTH
SAPD-2023-0374818,"2023-03-18 02:38:03",Disturbance,"100 DE CHANTLE",WEST
SAPD-2023-0374821,"2023-03-18 02:38:33",Disturbance,"700 W MAYFIELD BLVD",SOUTH
SAPD-2023-0374823,"2023-03-18 02:39:53",Disturbance,"5100 NW LOOP 410",WEST
SAPD-2023-0374824,"2023-03-18 02:41:12","Patrol By","9700 AIRPORT BLVD",AIRPORT
SAPD-2023-0374826,"2023-03-18 02:41:27","Burglary Vehicle","4900 PHARIS ST",WEST
SAPD-2023-0374831,"2023-03-18 02:43:34","Disturbance Loud Music","6200 S NEW BRAUNFELS AVE",SOUTH
SAPD-2023-0374834,"2023-03-18 02:44:18","Traffic Related","SB IH 37 S OFRP NB SE LOOP 410 / SE LOOP 410 WB",EAST
SAPD-2023-0374836,"2023-03-18 02:45:19",Disturbance,"300 SMALLWOOD DR",EAST
SAPD-2023-0374837,"2023-03-18 02:45:49",Disturbance,"9600 NUECES CANYON",PRUE
SAPD-2023-0374841,"2023-03-18 02:47:33","Disturbance Loud Music","200 WILLIAMSBURG PLACE",WEST
SAPD-2023-0374842,"2023-03-18 02:47:35",DWI,"8400 BROADWAY",NORTH
SAPD-2023-0374843,"2023-03-18 02:48:16",Disturbance,"1700 ROOSEVELT AVE",SOUTH
SAPD-2023-0374844,"2023-03-18 02:48:22",Disturbance,"3300 ROLAND AVE",EAST
SAPD-2023-0374845,"2023-03-18 02:48:28",Disturbance,"INTERSTATE WAY / INTERSTATE DR",EAST
SAPD-2023-0374848,"2023-03-18 02:50:05","Assist the Public","2000 BROADWAY",CENTRAL
SAPD-2023-0374851,"2023-03-18 02:51:41",Disturbance,"7100 CULEBRA COMMONS",PRUE
SAPD-2023-0374852,"2023-03-18 02:52:04","Injured/Sick Person","O'CONNOR RD / FOUNTAINWOOD DR",NORTH
SAPD-2023-0374853,"2023-03-18 02:52:13","Welfare Check","9800 AIRPORT BLVD",AIRPORT
SAPD-2023-0374857,"2023-03-18 02:53:52","Abandoned Vehicle","1000 CLARK AVE",EAST
SAPD-2023-0374860,"2023-03-18 02:54:33",Disturbance,"3100 GOLIAD RD",SOUTH
SAPD-2023-0374861,"2023-03-18 02:55:36",Disturbance,"8800 DUGAS DR",WEST
SAPD-2023-0374873,"2023-03-18 02:57:13",Disturbance,"500 BARRETT AVE",SOUTH
SAPD-2023-0374874,"2023-03-18 02:57:16","Patrol By","500-524 CAMARON",CENTRAL
SAPD-2023-0374883,"2023-03-18 02:58:49",Miscellaneous,"300 CENTER ST",EAST
SAPD-2023-0374884,"2023-03-18 02:58:54","Suspicious Person","6900 IH 35 N",EAST
